Place,Date,Time,Value,Unit,Value,Unit,Value,Unit,Value,Unit
3406,10/4/2021,15:31:40,19.3,T1 KTemp C,20.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3407,10/4/2021,15:31:41,19.3,T1 KTemp C,20.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3408,10/4/2021,15:31:42,19.3,T1 KTemp C,20.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3409,10/4/2021,15:31:43,19.3,T1 KTemp C,20.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3410,10/4/2021,15:31:44,19.3,T1 KTemp C,20,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3411,10/4/2021,15:31:45,19.3,T1 KTemp C,20,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3412,10/4/2021,15:31:46,19.3,T1 KTemp C,20,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3413,10/4/2021,15:31:47,19.3,T1 KTemp C,20,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3414,10/4/2021,15:31:48,19.3,T1 KTemp C,20,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3415,10/4/2021,15:31:49,19.3,T1 KTemp C,20,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3416,10/4/2021,15:31:50,19.2,T1 KTemp C,20,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3417,10/4/2021,15:31:51,19.2,T1 KTemp C,19.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3418,10/4/2021,15:31:52,19.2,T1 KTemp C,19.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3419,10/4/2021,15:31:53,19.2,T1 KTemp C,19.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3420,10/4/2021,15:31:54,19.1,T1 KTemp C,19.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3421,10/4/2021,15:31:55,19.1,T1 KTemp C,19.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3422,10/4/2021,15:31:56,19.1,T1 KTemp C,19.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3423,10/4/2021,15:31:57,19.1,T1 KTemp C,19.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3424,10/4/2021,15:31:58,19.1,T1 KTemp C,19.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3425,10/4/2021,15:31:59,19.1,T1 KTemp C,19.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3426,10/4/2021,15:32:00,19.1,T1 KTemp C,19.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3427,10/4/2021,15:32:01,19,T1 KTemp C,19.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3428,10/4/2021,15:32:02,19,T1 KTemp C,19.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3429,10/4/2021,15:32:03,19,T1 KTemp C,19.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3430,10/4/2021,15:32:04,19,T1 KTemp C,19.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3431,10/4/2021,15:32:05,19,T1 KTemp C,19.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3432,10/4/2021,15:32:06,18.9,T1 KTemp C,19.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3433,10/4/2021,15:32:07,18.9,T1 KTemp C,19.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3434,10/4/2021,15:32:08,18.9,T1 KTemp C,19.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3435,10/4/2021,15:32:09,18.9,T1 KTemp C,19.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3436,10/4/2021,15:32:10,18.9,T1 KTemp C,19.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3437,10/4/2021,15:32:11,18.9,T1 KTemp C,19.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3438,10/4/2021,15:32:12,18.9,T1 KTemp C,19.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3439,10/4/2021,15:32:13,18.9,T1 KTemp C,19.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3440,10/4/2021,15:32:14,18.9,T1 KTemp C,19.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3441,10/4/2021,15:32:15,18.8,T1 KTemp C,19.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3442,10/4/2021,15:32:16,18.8,T1 KTemp C,19.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3443,10/4/2021,15:32:17,18.8,T1 KTemp C,19.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3444,10/4/2021,15:32:18,18.8,T1 KTemp C,19.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3445,10/4/2021,15:32:19,18.8,T1 KTemp C,19.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3446,10/4/2021,15:32:20,18.7,T1 KTemp C,19.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3447,10/4/2021,15:32:21,18.7,T1 KTemp C,19.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3448,10/4/2021,15:32:22,18.7,T1 KTemp C,19.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3449,10/4/2021,15:32:23,18.7,T1 KTemp C,19.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3450,10/4/2021,15:32:24,18.7,T1 KTemp C,19.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3451,10/4/2021,15:32:25,18.7,T1 KTemp C,19.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3452,10/4/2021,15:32:26,18.7,T1 KTemp C,19.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3453,10/4/2021,15:32:27,18.7,T1 KTemp C,19.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3454,10/4/2021,15:32:28,18.6,T1 KTemp C,19.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3455,10/4/2021,15:32:29,18.6,T1 KTemp C,19.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3456,10/4/2021,15:32:30,18.6,T1 KTemp C,19.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3457,10/4/2021,15:32:31,18.6,T1 KTemp C,19.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3458,10/4/2021,15:32:32,18.5,T1 KTemp C,19.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3459,10/4/2021,15:32:33,18.5,T1 KTemp C,19.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3460,10/4/2021,15:32:34,18.5,T1 KTemp C,19.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3461,10/4/2021,15:32:35,18.5,T1 KTemp C,19.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3462,10/4/2021,15:32:36,18.5,T1 KTemp C,19.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3463,10/4/2021,15:32:37,18.5,T1 KTemp C,19.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3464,10/4/2021,15:32:38,18.5,T1 KTemp C,19.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3465,10/4/2021,15:32:39,18.5,T1 KTemp C,19.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3466,10/4/2021,15:32:40,18.5,T1 KTemp C,19.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3467,10/4/2021,15:32:41,18.5,T1 KTemp C,19.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3468,10/4/2021,15:32:42,18.4,T1 KTemp C,19.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3469,10/4/2021,15:32:43,18.4,T1 KTemp C,19.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3470,10/4/2021,15:32:44,18.4,T1 KTemp C,19.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3471,10/4/2021,15:32:45,18.4,T1 KTemp C,19.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3472,10/4/2021,15:32:46,18.4,T1 KTemp C,19.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3473,10/4/2021,15:32:47,18.4,T1 KTemp C,19.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3474,10/4/2021,15:32:48,18.4,T1 KTemp C,19.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3475,10/4/2021,15:32:49,18.4,T1 KTemp C,19.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3476,10/4/2021,15:32:50,18.4,T1 KTemp C,19.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3477,10/4/2021,15:32:51,18.3,T1 KTemp C,19,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3478,10/4/2021,15:32:52,18.3,T1 KTemp C,19,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3479,10/4/2021,15:32:53,18.3,T1 KTemp C,19,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3480,10/4/2021,15:32:54,18.3,T1 KTemp C,19,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3481,10/4/2021,15:32:55,18.2,T1 KTemp C,19,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3482,10/4/2021,15:32:56,18.2,T1 KTemp C,18.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3483,10/4/2021,15:32:57,18.2,T1 KTemp C,18.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3484,10/4/2021,15:32:58,18.2,T1 KTemp C,18.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3485,10/4/2021,15:32:59,18.2,T1 KTemp C,18.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3486,10/4/2021,15:33:00,18.2,T1 KTemp C,18.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3487,10/4/2021,15:33:01,18.2,T1 KTemp C,18.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3488,10/4/2021,15:33:02,18.2,T1 KTemp C,18.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3489,10/4/2021,15:33:03,18.2,T1 KTemp C,18.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3490,10/4/2021,15:33:04,18.1,T1 KTemp C,18.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3491,10/4/2021,15:33:05,18.1,T1 KTemp C,18.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3492,10/4/2021,15:33:06,18.1,T1 KTemp C,18.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3493,10/4/2021,15:33:07,18,T1 KTemp C,18.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3494,10/4/2021,15:33:08,18,T1 KTemp C,18.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3495,10/4/2021,15:33:09,18,T1 KTemp C,18.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3496,10/4/2021,15:33:10,18,T1 KTemp C,18.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3497,10/4/2021,15:33:11,18,T1 KTemp C,18.7,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3498,10/4/2021,15:33:12,17.9,T1 KTemp C,18.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3499,10/4/2021,15:33:13,17.9,T1 KTemp C,18.6,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3500,10/4/2021,15:33:14,17.9,T1 KTemp C,18.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3501,10/4/2021,15:33:15,17.8,T1 KTemp C,18.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3502,10/4/2021,15:33:16,17.8,T1 KTemp C,18.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3503,10/4/2021,15:33:17,17.8,T1 KTemp C,18.5,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3504,10/4/2021,15:33:18,17.7,T1 KTemp C,18.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3505,10/4/2021,15:33:19,17.7,T1 KTemp C,18.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3506,10/4/2021,15:33:20,17.7,T1 KTemp C,18.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3507,10/4/2021,15:33:21,17.7,T1 KTemp C,18.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3508,10/4/2021,15:33:22,17.7,T1 KTemp C,18.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3509,10/4/2021,15:33:23,17.6,T1 KTemp C,18.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3510,10/4/2021,15:33:24,17.6,T1 KTemp C,18.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3511,10/4/2021,15:33:25,17.6,T1 KTemp C,18.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3512,10/4/2021,15:33:26,17.6,T1 KTemp C,18.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3513,10/4/2021,15:33:27,17.6,T1 KTemp C,18.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3514,10/4/2021,15:33:28,17.6,T1 KTemp C,18.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3515,10/4/2021,15:33:29,17.6,T1 KTemp C,18.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3516,10/4/2021,15:33:30,17.5,T1 KTemp C,18.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3517,10/4/2021,15:33:31,17.5,T1 KTemp C,18.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3518,10/4/2021,15:33:32,17.5,T1 KTemp C,18.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3519,10/4/2021,15:33:33,17.5,T1 KTemp C,18.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3520,10/4/2021,15:33:34,17.5,T1 KTemp C,18.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3521,10/4/2021,15:33:35,17.5,T1 KTemp C,18.4,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3522,10/4/2021,15:33:36,17.4,T1 KTemp C,18.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3523,10/4/2021,15:33:37,17.4,T1 KTemp C,18.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3524,10/4/2021,15:33:38,17.4,T1 KTemp C,18.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3525,10/4/2021,15:33:39,17.4,T1 KTemp C,18.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3526,10/4/2021,15:33:40,17.4,T1 KTemp C,18.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3527,10/4/2021,15:33:41,17.4,T1 KTemp C,18.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3528,10/4/2021,15:33:42,17.4,T1 KTemp C,18.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3529,10/4/2021,15:33:43,17.4,T1 KTemp C,18.3,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3530,10/4/2021,15:33:44,17.4,T1 KTemp C,18.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3531,10/4/2021,15:33:45,17.4,T1 KTemp C,18.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3532,10/4/2021,15:33:46,17.3,T1 KTemp C,18.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3533,10/4/2021,15:33:47,17.3,T1 KTemp C,18.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3534,10/4/2021,15:33:48,17.3,T1 KTemp C,18.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3535,10/4/2021,15:33:49,17.3,T1 KTemp C,18.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3536,10/4/2021,15:33:50,17.3,T1 KTemp C,18.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3537,10/4/2021,15:33:51,17.3,T1 KTemp C,18.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3538,10/4/2021,15:33:52,17.3,T1 KTemp C,18.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3539,10/4/2021,15:33:53,17.3,T1 KTemp C,18.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3540,10/4/2021,15:33:54,17.3,T1 KTemp C,18.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3541,10/4/2021,15:33:55,17.3,T1 KTemp C,18.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3542,10/4/2021,15:33:56,17.3,T1 KTemp C,18.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3543,10/4/2021,15:33:57,17.3,T1 KTemp C,18.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3544,10/4/2021,15:33:58,17.3,T1 KTemp C,18.2,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3545,10/4/2021,15:33:59,17.3,T1 KTemp C,18.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3546,10/4/2021,15:34:00,17.3,T1 KTemp C,18.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3547,10/4/2021,15:34:01,17.3,T1 KTemp C,18.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3548,10/4/2021,15:34:02,17.3,T1 KTemp C,18.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3549,10/4/2021,15:34:03,17.3,T1 KTemp C,18.1,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3550,10/4/2021,15:34:04,17.3,T1 KTemp C,18,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3551,10/4/2021,15:34:05,17.2,T1 KTemp C,18,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3552,10/4/2021,15:34:06,17.2,T1 KTemp C,18,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3553,10/4/2021,15:34:07,17.2,T1 KTemp C,18,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3554,10/4/2021,15:34:08,17.2,T1 KTemp C,18,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3555,10/4/2021,15:34:09,17.2,T1 KTemp C,18,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3556,10/4/2021,15:34:10,17.2,T1 KTemp C,18,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3557,10/4/2021,15:34:11,17.2,T1 KTemp C,18,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3558,10/4/2021,15:34:12,17.2,T1 KTemp C,18,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3559,10/4/2021,15:34:13,17.2,T1 KTemp C,18,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3560,10/4/2021,15:34:14,17.2,T1 KTemp C,18,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3561,10/4/2021,15:34:15,17.2,T1 KTemp C,18,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3562,10/4/2021,15:34:16,17.1,T1 KTemp C,18,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3563,10/4/2021,15:34:17,17.1,T1 KTemp C,18,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3564,10/4/2021,15:34:18,17.1,T1 KTemp C,18,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3565,10/4/2021,15:34:19,17.1,T1 KTemp C,18,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3566,10/4/2021,15:34:20,17.1,T1 KTemp C,18,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3567,10/4/2021,15:34:21,17.1,T1 KTemp C,18,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3568,10/4/2021,15:34:22,17.1,T1 KTemp C,18,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3569,10/4/2021,15:34:23,17.1,T1 KTemp C,18,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3570,10/4/2021,15:34:24,17.1,T1 KTemp C,18,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3571,10/4/2021,15:34:25,17.1,T1 KTemp C,18,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3572,10/4/2021,15:34:26,17.1,T1 KTemp C,18,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3573,10/4/2021,15:34:27,17.1,T1 KTemp C,18,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3574,10/4/2021,15:34:28,17.1,T1 KTemp C,18,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3575,10/4/2021,15:34:29,17.1,T1 KTemp C,18,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3576,10/4/2021,15:34:30,17,T1 KTemp C,18,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3577,10/4/2021,15:34:31,17,T1 KTemp C,18,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3578,10/4/2021,15:34:32,17,T1 KTemp C,18,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3579,10/4/2021,15:34:33,17,T1 KTemp C,18,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3580,10/4/2021,15:34:34,17,T1 KTemp C,17.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3581,10/4/2021,15:34:35,17,T1 KTemp C,17.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3582,10/4/2021,15:34:36,17,T1 KTemp C,17.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3583,10/4/2021,15:34:37,17,T1 KTemp C,17.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3584,10/4/2021,15:34:38,17,T1 KTemp C,17.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3585,10/4/2021,15:34:39,16.9,T1 KTemp C,17.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3586,10/4/2021,15:34:40,16.9,T1 KTemp C,17.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3587,10/4/2021,15:34:41,16.9,T1 KTemp C,17.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3588,10/4/2021,15:34:42,16.9,T1 KTemp C,17.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3589,10/4/2021,15:34:43,16.9,T1 KTemp C,17.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3590,10/4/2021,15:34:44,16.9,T1 KTemp C,17.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3591,10/4/2021,15:34:45,16.9,T1 KTemp C,17.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3592,10/4/2021,15:34:46,16.9,T1 KTemp C,17.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3593,10/4/2021,15:34:47,16.9,T1 KTemp C,17.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3594,10/4/2021,15:34:48,16.9,T1 KTemp C,17.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3595,10/4/2021,15:34:49,16.9,T1 KTemp C,17.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3596,10/4/2021,15:34:50,16.8,T1 KTemp C,17.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3597,10/4/2021,15:34:51,16.8,T1 KTemp C,17.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3598,10/4/2021,15:34:52,16.8,T1 KTemp C,17.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3599,10/4/2021,15:34:53,16.8,T1 KTemp C,17.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3600,10/4/2021,15:34:54,16.7,T1 KTemp C,17.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3601,10/4/2021,15:34:55,16.7,T1 KTemp C,17.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3602,10/4/2021,15:34:56,16.7,T1 KTemp C,17.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3603,10/4/2021,15:34:57,16.7,T1 KTemp C,17.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3604,10/4/2021,15:34:58,16.7,T1 KTemp C,17.9,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3605,10/4/2021,15:34:59,16.7,T1 KTemp C,17.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3606,10/4/2021,15:35:00,16.6,T1 KTemp C,17.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3607,10/4/2021,15:35:01,16.6,T1 KTemp C,17.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3608,10/4/2021,15:35:02,16.6,T1 KTemp C,17.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3609,10/4/2021,15:35:03,16.6,T1 KTemp C,17.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3610,10/4/2021,15:35:04,16.6,T1 KTemp C,17.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3611,10/4/2021,15:35:05,16.6,T1 KTemp C,17.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3612,10/4/2021,15:35:06,16.6,T1 KTemp C,17.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3613,10/4/2021,15:35:07,16.6,T1 KTemp C,17.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3614,10/4/2021,15:35:08,16.5,T1 KTemp C,17.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3615,10/4/2021,15:35:09,16.5,T1 KTemp C,17.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3616,10/4/2021,15:35:10,16.5,T1 KTemp C,17.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3617,10/4/2021,15:35:11,16.5,T1 KTemp C,17.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
3618,10/4/2021,15:35:12,16.5,T1 KTemp C,17.8,T2 KTemp C,9999,T3 KTemp C,9999,T4 KTemp C
